,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
,21500916,2016-03-04,POR @ TOR,1610612761,t,W,41,19,0.683,240,34,67,0.507,6,12,0.5,43,54,1,9,29,38,12,5,4,13,30,117,1610612757,2015,Regular Season,2015-16
,21500916,2016-03-04,TOR vs. POR,1610612757,f,L,33,30,0.524,240,39,83,0.47,11,27,0.407,26,35,1,10,26,36,14,5,3,11,35,115,1610612761,2015,Regular Season,2015-16
,21500914,2016-03-04,MIA @ PHI,1610612755,t,L,8,54,0.129,240,36,95,0.379,9,31,0.29,21,27,1,15,29,44,21,12,5,8,27,102,1610612748,2015,Regular Season,2015-16
,21500919,2016-03-04,MIL vs. MIN,1610612750,f,L,19,43,0.306,240,42,87,0.483,7,22,0.318,10,14,1,15,28,43,25,9,5,25,22,101,1610612749,2015,Regular Season,2015-16
,21500914,2016-03-04,PHI vs. MIA,1610612748,f,W,36,26,0.581,240,39,88,0.443,5,16,0.313,29,36,1,16,39,55,24,7,5,16,19,112,1610612755,2015,Regular Season,2015-16
,21500919,2016-03-04,MIN @ MIL,1610612749,t,W,26,36,0.419,240,43,83,0.518,14,24,0.583,16,20,1,9,28,37,24,13,6,18,19,116,1610612750,2015,Regular Season,2015-16
,21500915,2016-03-04,NYK @ BOS,1610612738,t,W,38,25,0.603,240,41,90,0.456,4,20,0.2,19,25,1,13,38,51,20,8,2,8,14,105,1610612752,2015,Regular Season,2015-16
,21500912,2016-03-04,IND @ CHA,1610612766,t,W,33,28,0.541,240,38,79,0.481,13,31,0.419,19,23,1,7,34,41,20,4,9,11,19,108,1610612754,2015,Regular Season,2015-16
,21500912,2016-03-04,CHA vs. IND,1610612754,f,L,32,30,0.516,240,37,90,0.411,9,28,0.321,18,21,1,12,34,46,23,10,4,10,24,101,1610612766,2015,Regular Season,2015-16
,21500915,2016-03-04,BOS vs. NYK,1610612752,f,L,25,38,0.397,240,42,92,0.457,9,23,0.391,11,14,1,10,35,45,22,4,3,10,18,104,1610612738,2015,Regular Season,2015-16
,21500913,2016-03-04,PHX @ ORL,1610612753,t,L,27,34,0.443,240,35,101,0.347,7,27,0.259,7,14,0,15,35,50,20,12,3,14,31,84,1610612756,2015,Regular Season,2015-16
,21500920,2016-03-04,BKN @ DEN,1610612743,t,L,24,38,0.387,265,46,96,0.479,6,26,0.231,22,25,1,17,33,50,28,8,6,15,20,120,1610612751,2015,Regular Season,2015-16
,21500911,2016-03-03,GSW vs. OKC,1610612760,f,L,42,20,0.677,240,40,86,0.465,4,20,0.2,22,27,1,11,35,46,22,3,4,14,18,106,1610612744,2015,Regular Season,2015-16
,21500910,2016-03-03,DAL vs. SAC,1610612758,f,W,25,35,0.417,240,42,80,0.525,7,25,0.28,13,24,1,9,34,43,23,8,4,13,14,104,1610612742,2015,Regular Season,2015-16
,21500908,2016-03-03,MIA vs. PHX,1610612756,f,L,15,46,0.246,240,33,82,0.402,5,22,0.227,21,27,1,6,32,38,12,7,2,9,24,92,1610612748,2015,Regular Season,2015-16
,21500910,2016-03-03,SAC @ DAL,1610612742,t,L,33,29,0.532,240,45,94,0.479,7,29,0.241,4,6,1,13,34,47,25,5,3,15,25,101,1610612758,2015,Regular Season,2015-16
,21500911,2016-03-03,OKC @ GSW,1610612744,t,W,55,5,0.917,240,47,87,0.54,11,34,0.324,16,21,1,4,36,40,33,11,3,8,20,121,1610612760,2015,Regular Season,2015-16
,21500908,2016-03-03,PHX @ MIA,1610612748,t,W,35,26,0.574,240,40,83,0.482,9,17,0.529,19,25,1,7,41,48,25,5,8,12,25,108,1610612756,2015,Regular Season,2015-16
,21500901,2016-03-02,HOU vs. NOP,1610612740,f,L,23,36,0.39,240,36,90,0.4,14,37,0.378,9,13,1,6,37,43,24,10,3,22,28,95,1610612745,2015,Regular Season,2015-16
,21500905,2016-03-02,SAS vs. DET,1610612765,f,L,31,30,0.508,240,31,78,0.397,6,19,0.316,13,23,1,7,35,42,19,3,1,15,13,81,1610612759,2015,Regular Season,2015-16
,21500898,2016-03-02,PHI vs. CHA,1610612766,f,W,32,28,0.533,240,40,81,0.494,10,25,0.4,29,35,1,8,42,50,20,9,7,12,21,119,1610612755,2015,Regular Season,2015-16
,21500903,2016-03-02,MIL vs. IND,1610612754,f,W,32,29,0.525,240,38,80,0.475,10,20,0.5,18,26,1,12,37,49,28,7,6,14,23,104,1610612749,2015,Regular Season,2015-16
,21500898,2016-03-02,CHA @ PHI,1610612755,t,L,8,53,0.131,240,34,85,0.4,13,33,0.394,18,26,1,7,31,38,23,8,5,14,24,99,1610612766,2015,Regular Season,2015-16
,21500905,2016-03-02,DET @ SAS,1610612759,t,W,51,9,0.85,240,43,84,0.512,3,14,0.214,8,9,1,5,36,41,25,8,6,8,20,97,1610612765,2015,Regular Season,2015-16
,21500901,2016-03-02,NOP @ HOU,1610612745,t,W,30,31,0.492,240,36,81,0.444,3,35,0.086,25,38,1,8,43,51,20,15,9,21,14,100,1610612740,2015,Regular Season,2015-16
,21500903,2016-03-02,IND @ MIL,1610612749,t,L,25,36,0.41,240,34,76,0.447,3,14,0.214,28,32,1,6,31,37,14,8,1,12,21,99,1610612754,2015,Regular Season,2015-16
,21500902,2016-03-02,SAC @ MEM,1610612763,t,W,36,24,0.6,240,35,79,0.443,5,18,0.278,29,33,1,14,23,37,20,13,4,19,23,104,1610612758,2015,Regular Season,2015-16
,21500907,2016-03-02,LAC vs. OKC,1610612760,f,L,42,19,0.689,240,39,98,0.398,10,35,0.286,10,11,1,18,45,63,22,3,8,17,21,98,1610612746,2015,Regular Season,2015-16
,21500902,2016-03-02,MEM vs. SAC,1610612758,f,L,24,35,0.407,240,39,82,0.476,9,26,0.346,11,20,1,16,28,44,31,7,3,24,29,98,1610612763,2015,Regular Season,2015-16
,21500907,2016-03-02,OKC @ LAC,1610612746,t,W,40,20,0.667,240,40,98,0.408,9,32,0.281,14,21,1,12,33,45,26,11,3,6,13,103,1610612760,2015,Regular Season,2015-16
,21500895,2016-03-01,GSW vs. ATL,1610612737,f,L,33,28,0.541,265,37,80,0.463,12,33,0.364,19,24,1,7,35,42,25,9,5,17,17,105,1610612744,2015,Regular Season,2015-16
,21500891,2016-03-01,PHX @ CHA,1610612766,t,W,31,28,0.525,240,45,93,0.484,13,27,0.481,23,27,1,15,43,58,27,8,6,12,21,126,1610612756,2015,Regular Season,2015-16
,21500891,2016-03-01,CHA vs. PHX,1610612756,f,L,15,45,0.25,240,33,91,0.363,6,27,0.222,20,27,1,13,29,42,14,5,2,11,22,92,1610612766,2015,Regular Season,2015-16
,21500895,2016-03-01,ATL @ GSW,1610612744,t,W,54,5,0.915,265,41,103,0.398,12,36,0.333,15,17,1,18,33,51,28,11,3,11,22,109,1610612737,2015,Regular Season,2015-16
,21500893,2016-03-01,POR @ NYK,1610612752,t,L,25,37,0.403,240,33,88,0.375,6,21,0.286,13,18,1,8,38,46,11,4,4,8,17,85,1610612757,2015,Regular Season,2015-16
,21500893,2016-03-01,NYK vs. POR,1610612757,f,W,33,28,0.541,240,37,88,0.42,12,30,0.4,18,20,1,9,46,55,17,5,7,7,18,104,1610612752,2015,Regular Season,2015-16
,21500886,2016-02-29,BOS vs. UTA,1610612762,f,L,28,31,0.475,240,38,101,0.376,7,24,0.292,12,17,1,15,37,52,23,6,4,9,21,95,1610612738,2015,Regular Season,2015-16
,21500886,2016-02-29,UTA @ BOS,1610612738,t,W,36,25,0.59,240,37,84,0.44,6,18,0.333,20,29,1,11,36,47,27,6,13,9,18,100,1610612762,2015,Regular Season,2015-16
,21500885,2016-02-29,PHI @ WAS,1610612764,t,W,29,30,0.492,240,43,89,0.483,6,20,0.3,24,31,1,14,39,53,25,6,6,15,17,116,1610612755,2015,Regular Season,2015-16
,21500885,2016-02-29,WAS vs. PHI,1610612755,f,L,8,52,0.133,240,43,89,0.483,10,32,0.313,12,21,1,6,26,32,27,8,4,11,27,108,1610612764,2015,Regular Season,2015-16
,21500888,2016-02-29,MEM @ DEN,1610612743,t,L,23,37,0.383,240,40,75,0.533,8,25,0.32,8,10,1,8,32,40,27,3,4,19,26,96,1610612763,2015,Regular Season,2015-16
,21500877,2016-02-28,WAS vs. CLE,1610612739,f,L,41,17,0.707,240,32,80,0.4,9,29,0.31,26,30,1,6,33,39,20,6,2,14,26,99,1610612764,2015,Regular Season,2015-16
,21500878,2016-02-28,CHA @ ATL,1610612737,t,W,33,27,0.55,240,38,77,0.494,8,17,0.471,3,5,1,6,42,48,29,4,5,15,19,87,1610612766,2015,Regular Season,2015-16
,21500877,2016-02-28,CLE @ WAS,1610612764,t,W,28,30,0.483,240,39,79,0.494,11,31,0.355,24,34,1,6,39,45,28,6,2,13,26,113,1610612739,2015,Regular Season,2015-16
,21500879,2016-02-28,TOR @ DET,1610612765,t,W,31,29,0.517,240,41,71,0.577,12,23,0.522,20,27,1,7,31,38,28,2,1,10,20,114,1610612761,2015,Regular Season,2015-16
,21500878,2016-02-28,ATL vs. CHA,1610612766,f,L,30,28,0.517,240,27,81,0.333,7,32,0.219,15,23,1,10,31,41,16,7,4,6,12,76,1610612737,2015,Regular Season,2015-16
,21500879,2016-02-28,DET vs. TOR,1610612761,f,L,39,19,0.672,240,39,80,0.488,10,21,0.476,13,18,1,8,24,32,21,5,1,5,24,101,1610612765,2015,Regular Season,2015-16
,21500881,2016-02-28,PHI @ ORL,1610612753,t,W,26,32,0.448,240,49,86,0.57,10,16,0.625,22,25,1,6,27,33,28,9,6,12,27,130,1610612755,2015,Regular Season,2015-16
,21500881,2016-02-28,ORL vs. PHI,1610612755,f,L,8,51,0.136,240,41,77,0.532,5,22,0.227,29,37,1,3,31,34,20,6,7,17,21,116,1610612753,2015,Regular Season,2015-16
,21500880,2016-02-28,POR @ IND,1610612754,t,L,31,28,0.525,240,40,93,0.43,3,14,0.214,19,25,1,19,33,52,21,7,5,9,17,102,1610612757,2015,Regular Season,2015-16
,21500880,2016-02-28,IND vs. POR,1610612757,f,W,32,28,0.533,240,41,81,0.506,14,24,0.583,15,21,1,8,37,45,19,4,7,12,20,111,1610612754,2015,Regular Season,2015-16
,21500876,2016-02-27,BKN @ UTA,1610612762,t,L,28,30,0.483,240,37,89,0.416,5,20,0.25,17,25,1,16,32,48,14,11,9,21,19,96,1610612751,2015,Regular Season,2015-16
,21500870,2016-02-27,MIN @ NOP,1610612740,t,L,23,35,0.397,240,39,84,0.464,10,27,0.37,22,26,1,7,35,42,22,9,4,15,24,110,1610612750,2015,Regular Season,2015-16
,21500873,2016-02-27,MIL vs. DET,1610612765,f,W,30,29,0.508,240,37,88,0.42,12,30,0.4,16,24,1,17,29,46,24,13,2,10,18,102,1610612749,2015,Regular Season,2015-16
,21500874,2016-02-27,GSW @ OKC,1610612760,t,L,41,18,0.695,265,46,96,0.479,9,26,0.346,17,26,1,16,46,62,23,6,4,22,21,118,1610612744,2015,Regular Season,2015-16
,21500876,2016-02-27,UTA vs. BKN,1610612751,f,W,17,42,0.288,240,40,84,0.476,7,15,0.467,11,17,1,8,37,45,23,12,2,19,21,98,1610612762,2015,Regular Season,2015-16
,21500871,2016-02-27,CHI vs. POR,1610612757,f,W,31,28,0.525,240,38,87,0.437,5,21,0.238,22,27,1,8,39,47,20,6,7,10,17,103,1610612741,2015,Regular Season,2015-16
,21500870,2016-02-27,NOP vs. MIN,1610612750,f,W,19,40,0.322,240,42,84,0.5,5,15,0.333,23,30,1,7,37,44,28,9,5,11,21,112,1610612740,2015,Regular Season,2015-16
,21500871,2016-02-27,POR @ CHI,1610612741,t,L,30,28,0.517,240,39,94,0.415,7,22,0.318,10,12,1,10,40,50,33,4,6,9,21,95,1610612757,2015,Regular Season,2015-16
,21500874,2016-02-27,OKC vs. GSW,1610612744,f,W,53,5,0.914,265,45,95,0.474,14,32,0.438,17,25,1,4,28,32,25,15,7,11,22,121,1610612760,2015,Regular Season,2015-16
,21500873,2016-02-27,DET @ MIL,1610612749,t,L,24,35,0.407,240,38,78,0.487,7,12,0.583,8,12,1,12,32,44,21,3,7,21,23,91,1610612765,2015,Regular Season,2015-16
,21500864,2016-02-26,TOR vs. CLE,1610612739,f,L,41,16,0.719,240,35,74,0.473,12,24,0.5,15,21,1,10,29,39,21,4,0,14,26,97,1610612761,2015,Regular Season,2015-16
,21500862,2016-02-26,PHI vs. WAS,1610612764,f,W,27,30,0.474,240,40,94,0.426,7,23,0.304,16,17,1,17,38,55,24,7,8,11,19,103,1610612755,2015,Regular Season,2015-16
,21500861,2016-02-26,IND vs. CHA,1610612766,f,W,30,27,0.526,240,36,83,0.434,11,28,0.393,13,19,1,6,32,38,23,8,7,14,21,96,1610612754,2015,Regular Season,2015-16
,21500864,2016-02-26,CLE @ TOR,1610612761,t,W,39,18,0.684,240,37,73,0.507,6,17,0.353,19,26,1,5,29,34,18,6,0,11,23,99,1610612739,2015,Regular Season,2015-16
,21500861,2016-02-26,CHA @ IND,1610612754,t,L,31,27,0.534,240,35,85,0.412,4,19,0.211,21,24,1,10,42,52,19,8,3,14,20,95,1610612766,2015,Regular Season,2015-16
,21500862,2016-02-26,WAS @ PHI,1610612755,t,L,8,50,0.138,240,35,82,0.427,8,25,0.32,16,21,1,7,34,41,21,10,5,11,19,94,1610612764,2015,Regular Season,2015-16
,21500863,2016-02-26,NYK vs. ORL,1610612753,f,L,25,32,0.439,240,39,93,0.419,6,27,0.222,11,16,1,15,32,47,24,6,1,12,24,95,1610612752,2015,Regular Season,2015-16
,21500863,2016-02-26,ORL @ NYK,1610612752,t,W,25,35,0.417,240,37,80,0.463,4,16,0.25,30,36,1,11,40,51,18,7,4,11,15,108,1610612753,2015,Regular Season,2015-16
,21500866,2016-02-26,DAL vs. DEN,1610612743,f,L,23,36,0.39,265,43,93,0.462,9,29,0.31,21,31,1,18,31,49,18,7,3,15,26,116,1610612742,2015,Regular Season,2015-16
,21500860,2016-02-25,SAS @ UTA,1610612762,t,L,28,29,0.491,240,33,77,0.429,3,17,0.176,9,12,1,4,27,31,15,6,2,11,10,78,1610612759,2015,Regular Season,2015-16
,21500860,2016-02-25,UTA vs. SAS,1610612759,f,W,49,9,0.845,240,38,79,0.481,9,18,0.5,11,12,1,9,34,43,17,5,5,11,16,96,1610612762,2015,Regular Season,2015-16
,21500857,2016-02-25,OKC @ NOP,1610612740,t,W,23,34,0.404,240,47,90,0.522,12,20,0.6,17,18,1,14,25,39,29,5,6,12,25,123,1610612760,2015,Regular Season,2015-16
,21500855,2016-02-25,GSW @ ORL,1610612753,t,L,25,31,0.446,240,41,90,0.456,10,26,0.385,22,28,1,8,29,37,23,11,4,15,17,114,1610612744,2015,Regular Season,2015-16
,21500855,2016-02-25,ORL vs. GSW,1610612744,f,W,52,5,0.912,240,53,88,0.602,13,25,0.52,11,16,1,8,34,42,35,9,4,20,21,130,1610612753,2015,Regular Season,2015-16
,21500857,2016-02-25,NOP vs. OKC,1610612760,f,L,41,17,0.707,240,47,86,0.547,8,19,0.421,17,22,1,9,27,36,25,4,6,13,15,119,1610612740,2015,Regular Season,2015-16
,21500846,2016-02-24,NYK @ IND,1610612754,t,W,31,26,0.544,240,46,91,0.505,3,15,0.2,13,16,1,9,34,43,22,8,4,8,19,108,1610612752,2015,Regular Season,2015-16
,21500846,2016-02-24,IND vs. NYK,1610612752,f,L,24,35,0.407,240,35,77,0.455,13,26,0.5,22,25,1,8,30,38,22,4,5,13,17,105,1610612754,2015,Regular Season,2015-16
,21500854,2016-02-24,SAS @ SAC,1610612758,t,L,24,32,0.429,240,39,96,0.406,6,18,0.333,8,15,1,10,34,44,27,13,1,14,14,92,1610612759,2015,Regular Season,2015-16
,21500854,2016-02-24,SAC vs. SAS,1610612759,f,W,48,9,0.842,240,44,85,0.518,8,19,0.421,12,15,1,6,44,50,26,13,8,16,16,108,1610612758,2015,Regular Season,2015-16
,21500848,2016-02-24,MIA vs. GSW,1610612744,f,W,51,5,0.911,240,42,90,0.467,13,28,0.464,21,25,1,9,34,43,23,7,2,13,24,118,1610612748,2015,Regular Season,2015-16
,21500848,2016-02-24,GSW @ MIA,1610612748,t,L,32,25,0.561,240,40,86,0.465,6,14,0.429,26,31,1,11,35,46,19,8,8,12,23,112,1610612744,2015,Regular Season,2015-16
,21500847,2016-02-24,PHI @ DET,1610612765,t,W,29,29,0.5,240,39,83,0.47,11,28,0.393,22,34,1,10,40,50,22,10,1,16,19,111,1610612755,2015,Regular Season,2015-16
,21500851,2016-02-24,LAL @ MEM,1610612763,t,W,33,23,0.589,240,48,85,0.565,13,27,0.481,19,29,1,9,37,46,26,6,4,9,20,128,1610612747,2015,Regular Season,2015-16
,21500847,2016-02-24,DET vs. PHI,1610612755,f,L,8,49,0.14,240,33,83,0.398,7,23,0.304,18,26,1,10,30,40,18,8,4,14,24,91,1610612765,2015,Regular Season,2015-16
,21500851,2016-02-24,MEM vs. LAL,1610612747,f,L,11,48,0.186,240,39,88,0.443,17,39,0.436,24,33,1,15,30,45,16,5,3,7,21,119,1610612763,2015,Regular Season,2015-16
,21500843,2016-02-23,HOU @ UTA,1610612762,t,W,28,28,0.5,265,38,74,0.514,10,24,0.417,31,38,1,8,33,41,22,11,4,21,29,117,1610612745,2015,Regular Season,2015-16
,21500843,2016-02-23,UTA vs. HOU,1610612745,f,L,28,29,0.491,265,36,87,0.414,11,34,0.324,31,41,1,11,24,35,17,15,4,14,28,114,1610612762,2015,Regular Season,2015-16
,21500844,2016-02-23,POR vs. BKN,1610612751,f,L,15,42,0.263,240,43,90,0.478,3,12,0.25,15,19,1,12,35,47,18,10,2,13,20,104,1610612757,2015,Regular Season,2015-16
,21500842,2016-02-23,SAC @ DEN,1610612743,t,L,22,35,0.386,240,41,100,0.41,10,27,0.37,18,22,1,12,32,44,27,10,3,12,25,110,1610612758,2015,Regular Season,2015-16
,21500841,2016-02-23,WAS vs. NOP,1610612740,f,L,22,34,0.393,240,29,83,0.349,6,23,0.261,25,33,1,8,40,48,17,8,4,16,17,89,1610612764,2015,Regular Season,2015-16
,21500839,2016-02-22,PHX @ LAC,1610612746,t,W,37,19,0.661,240,44,80,0.55,13,24,0.542,23,35,1,10,43,53,29,9,10,16,20,124,1610612756,2015,Regular Season,2015-16
,21500833,2016-02-22,DET @ CLE,1610612739,t,L,40,15,0.727,240,34,79,0.43,8,26,0.308,12,13,1,5,35,40,19,8,2,17,21,88,1610612765,2015,Regular Season,2015-16
,21500836,2016-02-22,GSW @ ATL,1610612737,t,L,31,27,0.534,240,36,86,0.419,10,34,0.294,10,16,1,8,39,47,23,7,7,17,17,92,1610612744,2015,Regular Season,2015-16
,21500833,2016-02-22,CLE vs. DET,1610612765,f,W,28,29,0.491,240,37,80,0.463,8,25,0.32,14,21,1,6,37,43,17,10,3,13,15,96,1610612739,2015,Regular Season,2015-16
,21500839,2016-02-22,LAC vs. PHX,1610612756,f,L,14,43,0.246,240,31,88,0.352,7,24,0.292,15,20,1,10,31,41,20,8,2,16,27,84,1610612746,2015,Regular Season,2015-16
,21500837,2016-02-22,MIL vs. LAL,1610612747,f,L,11,47,0.19,240,28,76,0.368,12,29,0.414,33,43,1,11,35,46,18,7,2,17,24,101,1610612749,2015,Regular Season,2015-16
,21500836,2016-02-22,ATL vs. GSW,1610612744,f,W,50,5,0.909,240,39,89,0.438,14,45,0.311,10,12,1,6,37,43,30,14,8,13,17,102,1610612737,2015,Regular Season,2015-16
,21500837,2016-02-22,LAL @ MIL,1610612749,t,W,24,33,0.421,240,44,86,0.512,5,16,0.313,15,25,1,7,37,44,32,10,8,8,27,108,1610612747,2015,Regular Season,2015-16
,21500834,2016-02-22,MIA vs. IND,1610612754,f,L,30,26,0.536,265,36,92,0.391,5,15,0.333,16,25,1,7,38,45,17,8,6,12,26,93,1610612748,2015,Regular Season,2015-16
,21500834,2016-02-22,IND @ MIA,1610612748,t,W,32,24,0.571,265,38,100,0.38,2,13,0.154,23,34,1,20,46,66,19,8,8,14,24,101,1610612754,2015,Regular Season,2015-16
,21500829,2016-02-21,TOR vs. MEM,1610612763,f,L,32,23,0.582,240,28,76,0.368,3,20,0.15,26,32,1,10,34,44,13,6,3,13,25,85,1610612761,2015,Regular Season,2015-16
,21500829,2016-02-21,MEM @ TOR,1610612761,t,W,36,18,0.667,240,33,81,0.407,7,28,0.25,25,31,1,9,38,47,12,4,2,12,22,98,1610612763,2015,Regular Season,2015-16
,21500826,2016-02-21,SAS @ PHX,1610612756,t,L,14,42,0.25,240,43,93,0.462,9,24,0.375,16,22,1,13,33,46,26,6,5,13,30,111,1610612759,2015,Regular Season,2015-16
,21500826,2016-02-21,PHX vs. SAS,1610612759,f,W,47,9,0.839,240,43,82,0.524,10,16,0.625,22,34,1,8,34,42,23,10,9,12,20,118,1610612756,2015,Regular Season,2015-16
,21500830,2016-02-21,DAL vs. PHI,1610612755,f,L,8,47,0.145,240,37,77,0.481,12,28,0.429,17,27,1,8,27,35,19,8,4,15,31,103,1610612742,2015,Regular Season,2015-16
,21500830,2016-02-21,PHI @ DAL,1610612742,t,W,30,27,0.526,240,41,85,0.482,13,34,0.382,34,36,1,14,34,48,23,8,3,10,19,129,1610612755,2015,Regular Season,2015-16
,21500832,2016-02-21,POR vs. UTA,1610612762,f,L,27,28,0.491,240,43,86,0.5,8,16,0.5,17,23,1,12,26,38,19,6,10,11,26,111,1610612757,2015,Regular Season,2015-16
,21500823,2016-02-21,DET vs. NOP,1610612740,f,W,22,33,0.4,240,41,86,0.477,4,20,0.2,25,29,1,11,40,51,23,5,2,15,20,111,1610612765,2015,Regular Season,2015-16
,21500822,2016-02-20,GSW @ LAC,1610612746,t,L,36,19,0.655,240,42,94,0.447,13,36,0.361,15,18,1,15,34,49,24,9,2,14,24,112,1610612744,2015,Regular Season,2015-16
,21500822,2016-02-20,LAC vs. GSW,1610612744,f,W,49,5,0.907,240,42,82,0.512,11,31,0.355,20,26,1,6,33,39,32,8,2,14,19,115,1610612746,2015,Regular Season,2015-16
,21500810,2016-02-19,MIN @ MEM,1610612763,t,W,32,22,0.593,240,40,82,0.488,7,21,0.333,22,28,1,11,31,42,17,13,5,14,24,109,1610612750,2015,Regular Season,2015-16
,21500813,2016-02-19,MIL vs. CHA,1610612766,f,W,28,26,0.519,240,37,86,0.43,9,31,0.29,15,18,1,8,29,37,13,13,6,17,16,98,1610612749,2015,Regular Season,2015-16
,21500809,2016-02-19,CHI vs. TOR,1610612761,f,L,35,18,0.66,240,38,88,0.432,5,18,0.278,25,34,1,11,34,45,22,7,7,8,19,106,1610612741,2015,Regular Season,2015-16
,21500815,2016-02-19,GSW @ POR,1610612757,t,W,28,27,0.509,240,52,97,0.536,17,30,0.567,16,23,1,8,40,48,28,12,4,13,21,137,1610612744,2015,Regular Season,2015-16
,21500814,2016-02-19,HOU @ PHX,1610612756,t,L,14,41,0.255,240,30,82,0.366,11,35,0.314,29,35,1,9,31,40,23,7,6,20,33,100,1610612745,2015,Regular Season,2015-16
,21500810,2016-02-19,MEM vs. MIN,1610612750,f,L,17,38,0.309,240,31,75,0.413,11,26,0.423,31,31,1,11,31,42,25,7,6,20,25,104,1610612763,2015,Regular Season,2015-16
,21500809,2016-02-19,TOR @ CHI,1610612741,t,W,28,26,0.519,240,48,93,0.516,7,16,0.438,13,20,1,11,38,49,32,4,6,9,27,116,1610612761,2015,Regular Season,2015-16
,21500815,2016-02-19,POR vs. GSW,1610612744,f,L,48,5,0.906,240,36,92,0.391,12,34,0.353,21,28,1,14,33,47,25,7,4,20,17,105,1610612757,2015,Regular Season,2015-16
,21500814,2016-02-19,PHX vs. HOU,1610612745,f,W,28,28,0.5,240,37,78,0.474,7,24,0.292,35,56,1,13,38,51,20,16,4,20,32,116,1610612756,2015,Regular Season,2015-16
,21500813,2016-02-19,CHA @ MIL,1610612749,t,L,22,33,0.4,240,36,81,0.444,7,19,0.368,16,21,1,12,35,47,22,7,11,22,17,95,1610612766,2015,Regular Season,2015-16
,21500811,2016-02-19,PHI @ NOP,1610612740,t,W,21,33,0.389,240,41,81,0.506,7,17,0.412,32,40,1,11,31,42,22,12,4,16,22,121,1610612755,2015,Regular Season,2015-16
,21500811,2016-02-19,NOP vs. PHI,1610612755,f,L,8,46,0.148,240,40,76,0.526,12,27,0.444,22,26,1,3,29,32,20,11,4,19,27,114,1610612740,2015,Regular Season,2015-16
,21500807,2016-02-19,NYK @ BKN,1610612751,t,W,15,40,0.273,240,42,86,0.488,8,17,0.471,17,20,1,7,35,42,26,14,6,7,17,109,1610612752,2015,Regular Season,2015-16
,21500804,2016-02-18,SAS @ LAC,1610612746,t,W,36,18,0.667,240,39,78,0.5,12,25,0.48,15,20,1,8,37,45,23,8,7,18,20,105,1610612759,2015,Regular Season,2015-16
,21500803,2016-02-18,CHI @ CLE,1610612739,t,W,39,14,0.736,240,42,91,0.462,7,24,0.292,15,17,1,11,41,52,21,8,8,10,22,106,1610612741,2015,Regular Season,2015-16
,21500804,2016-02-18,LAC vs. SAS,1610612759,f,L,45,9,0.833,240,35,83,0.422,4,17,0.235,12,15,1,5,28,33,19,11,2,15,16,86,1610612746,2015,Regular Season,2015-16
,21500803,2016-02-18,CLE vs. CHI,1610612741,f,L,27,26,0.509,240,37,93,0.398,8,21,0.381,13,22,1,15,34,49,12,4,4,13,19,95,1610612739,2015,Regular Season,2015-16
,31500001,2016-02-14,WST @ EST,1610616833,t,L,0,1,0,240,75,137,0.547,20,59,0.339,3,5,1,15,42,57,34,11,2,24,8,173,1610616834,2015,All Star,2015-16
,31500001,2016-02-14,EST vs. WST,1610616834,f,W,1,0,1,240,82,149,0.55,31,80,0.388,1,2,0,17,42,59,51,20,0,14,8,196,1610616833,2015,All Star,2015-16
,21500801,2016-02-11,MIL vs. WAS,1610612764,f,L,23,28,0.451,240,34,88,0.386,6,32,0.188,18,24,1,9,29,38,25,8,6,14,24,92,1610612749,2015,Regular Season,2015-16
,21500801,2016-02-11,WAS @ MIL,1610612749,t,W,22,32,0.407,240,36,82,0.439,4,14,0.286,23,32,1,15,43,58,24,10,4,18,19,99,1610612764,2015,Regular Season,2015-16
,21500794,2016-02-10,DET vs. DEN,1610612743,f,W,22,32,0.407,240,39,83,0.47,6,19,0.316,19,24,1,8,39,47,25,10,3,12,13,103,1610612765,2015,Regular Season,2015-16
,21500794,2016-02-10,DEN @ DET,1610612765,t,L,27,27,0.5,240,38,88,0.432,10,27,0.37,6,7,1,7,35,42,21,5,8,14,19,92,1610612743,2015,Regular Season,2015-16
,21500792,2016-02-10,BOS vs. LAC,1610612746,f,L,35,18,0.66,265,44,85,0.518,12,30,0.4,34,50,1,9,35,44,25,7,9,14,29,134,1610612738,2015,Regular Season,2015-16
,21500792,2016-02-10,LAC @ BOS,1610612738,t,W,32,23,0.582,265,47,95,0.495,13,33,0.394,32,37,1,8,35,43,34,5,2,10,33,139,1610612746,2015,Regular Season,2015-16
,21500793,2016-02-10,MEM @ BKN,1610612751,t,L,14,40,0.259,240,33,71,0.465,11,22,0.5,13,19,1,8,27,35,25,4,2,20,12,90,1610612763,2015,Regular Season,2015-16
,21500787,2016-02-09,DAL vs. UTA,1610612762,f,W,26,25,0.51,265,48,92,0.522,6,26,0.231,19,27,1,13,31,44,23,3,2,10,25,121,1610612742,2015,Regular Season,2015-16
,21500784,2016-02-09,MIA vs. SAS,1610612759,f,W,44,8,0.846,240,47,89,0.528,6,14,0.429,19,26,1,11,32,43,25,10,4,10,17,119,1610612748,2015,Regular Season,2015-16
